Kundennummer;Rechnungsnummer;Datum;Markt;Warengruppe;Position;Art. Nr.;Menge;Gewicht;Einheit;Artikelbezeichnung;Preis;Positionspreis;MwSt;EAN;Pfand;Aktion;MwSt. Code;Detailrichtpreis;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;10;000079;-19;;St;Ifco LiftLock;3.2;-60.8;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Metzgerei;10;002066;1;5.886;kg;Rinds-Entrecote, ca. 5 kg;45.05;265.1643;6.8942718;97610011014680;0;0;1;;
90032154;64113362;2026-07-31;BGH;Metzgerei;30;002092;2;4.159;kg;Kalbs-Unterspälte, enthäutet, ca. 2 kg;46.43;193.10237;5.02066162;97610011044182;0;0;1;;
90032154;64113362;2026-07-31;BGH;Food;40;512610;4;;Ds;Quality Petersilie, luftgetrocknet, 66 g;5.32;21.28;0.55328;7610034518957;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;50;048827;2;;kg;Zitronen, 6 kg;2.89;34.68;0.90168;7610632320723;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;51;000079;2;;St;Ifco LiftLock;3.2;6.4;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;60;047754;1;4.2;kg;Limetten / Limes, 4,2 kg;4.01;16.842;0.437892;2905054999998;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;70;043334;1;5;kg;Lattich, 5 kg;4.83;24.15;0.6279;2903904999990;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;71;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;80;041241;3;;St;Eichblattsalat rot / grün Schweiz Hydro, gemischt, 8 St;2.12;50.88;1.32288;7613399058038;0;0;7;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;81;000079;3;;St;Ifco LiftLock;3.2;9.6;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;90;040329;1;;Bt;Basilikum, 1 kg;29.39;29.39;0.76414;7610632989975;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;110;044107;2;;kg;Peperoni Tricolor, Import, 5 kg;4.3;43;1.118;7610632977132;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;111;000079;2;;St;Ifco LiftLock;3.2;6.4;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;120;045708;1;;kg;Zucchetti CH, 5 kg;2.71;13.55;0.3523;7610632980538;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;121;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;130;045777;1;;Sc;Zucchetti Mini-Gemüse ohne Blüte, ca. 5 - 6 Stück;7.77;7.77;0.20202;7610632991527;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;140;044376;4;;Sc;Natura Bio Sango-Rettichsprossen, 100 g;5.77;23.08;0.60008;7630051906254;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;150;045208;1;;kg;Tomaten, rund, 6 kg;3.17;19.02;0.49452;7610632980576;0;1;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;151;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;160;040972;1;;kg;Cherry Rispentomaten, 3 kg;9.37;28.11;0.73086;7610632984666;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;161;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;170;049135;6;;kg;Champignons weiss, frisch, 1 kg;6.83;40.98;1.06548;7610632995211;0;1;1;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;180;024440;2;;Tp;Quality Vollrahm 35%, UHT, 12 x 1 l;5.84;140.16;3.64416;7610034505315;0;0;1;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;190;010201;5;;Bt;Economy Gran Moravia, gerieben, 1 kg;15.63;78.15;2.0319;4388040201158;0;0;7;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;200;012201;5;;Bt;Economy Gran Moravia, gehobelt, 500 g;8.7;43.5;1.131;4388040201172;0;0;7;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;210;013702;1;3.305;kg;Quality Raclette, eckig, 1/2 Laib ca. 3,2 kg;10.82;35.7601;0.9297626;2953272999993;0;0;1;;
90032154;64113362;2026-07-31;BGH;Metzgerei;220;001494;2;5.19;kg;Bell Poulet-Brust ohne Haut ohne Innenfilet, 150-170 g, ca. 2,5 kg;22.28;115.6332;3.0064632;97610011946196;0;0;1;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;230;005010;2;;kg;Quality Joghurt Nature, 3 kg;2.44;14.64;0.38064;7610034534230;0;0;7;;
90032154;64113362;2026-07-31;BGH;Food;240;438073;4;;Sc;Picosa Datteltomaten getrocknet, 1,1 kg;24.12;96.48;2.50848;7610107110569;0;0;1;;
90032154;64113362;2026-07-31;BGH;Food;250;590111;1;;Lt;Quality Sonnenblumenöl, 20 l;4.41;88.2;2.2932;7610034515024;0;0;1;;
90032154;64113362;2026-07-31;BGH;Food;260;110060;1;;Pk;Feinkristallzucker, 10 x 1 kg;1.36;13.6;0.3536;7610034510661;0;0;1;;
90032154;64113362;2026-07-31;BGH;Food;270;509091;3;;Bt;Quality Kapern Capucines, 4 x 1100 g;9.67;116.04;3.01704;7610034515413;0;0;1;;
90032154;64113362;2026-07-31;BGH;Nonfood;280;993090;6;;Pk;Quality Salatschale PP rund FSC, 750 ml, Pack zu 50 Stück;11.03;66.18;5.36058;7610034537101;0;0;8;;
90032154;64113362;2026-07-31;BGH;Nonfood;290;993330;6;;Pk;Quality Deckel PP zu Salatschale rund 750 ml, Pack zu 50 Stück;8.81;52.86;4.28166;7610034537125;0;0;8;;
90032154;64113362;2026-07-31;BGH;Metzgerei;300;078253;4;21.408;kg;Quality Hinterschinken, ohne Schwarte, 1/1, ca. 4,8 kg;10.88;232.91904;6.05589504;2950463999992;0;1;1;;
90032154;64113362;2026-07-31;BGH;Metzgerei;310;083419;3;2.718;kg;El Campeon Chorizo pikant geschält, ca. 950 g;21.68;58.92624;1.53208224;2935691999990;0;0;7;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;320;014810;3;;St;Mozzarella di Bufala Campana DOP, 16 x 125 g;2.24;107.52;2.79552;80434238;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;330;044540;1;;kg;Rucola / Rauke ungewaschen, 1 kg;12.9;12.9;0.3354;7610514613219;0;0;1;;
90032154;64113362;2026-07-31;BGH;Nonfood;340;996130;1;;St;Gefu Vierkantreibe;22.12;22.12;1.79172;4006664895620;0;0;3;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;350;046909;1;;kg;Birchermüesli Extra fixfertig, 3 kg;10.37;31.11;0.80886;7610227917123;0;0;7;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;360;018891;6;;Ds;Ömür Hirtenkäse 55%, 800 g;9.76;58.56;1.52256;4002566002449;0;0;1;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;370;010131;1;;Pk;Berner Alphobelkäse AOP, gerollt, 600 g;27.67;27.67;0.71942;7600400001121;0;0;1;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;380;010884;1;1.708;kg;Appenzeller, Mild-Würzig, 1/4 Laib ca. 1,6 kg;14.21;24.27068;0.63103768;2920043999995;0;1;7;;
90032154;64113362;2026-07-31;BGH;Molkerei/Backwaren;390;012971;1;1.089;kg;Nuss Käse, 1/1 Laib ca. 1 kg;24.95;27.17055;0.7064343;2935031999994;0;0;1;;
90032154;64113362;2026-07-31;BGH;Metzgerei;400;078299;1;1.368;kg;Quality Truten Brust geräucht, gekocht, Frankreich, 1/3, ca. 1,3 kg;19.11;26.14248;0.67970448;2949556999995;0;0;1;;
90032154;64113362;2026-07-31;BGH;Metzgerei;410;078311;1;1.826;kg;Bell Hirten Vorderschinken 1/2, mit Schwarte, ca. 2 kg;13.37;24.41362;0.63475412;2924260999998;0;0;1;;
90032154;64113362;2026-07-31;BGH;Metzgerei;420;002409;3;4.617;kg;Rinds-Filetspitz Kopf II, ca. 1,5 kg;39.5;182.3715;4.741659;97610100000006;0;0;1;;
90032154;64113362;2026-07-31;BGH;Nearfood;430;989510;4;;Pk;Duni Servietten, 1/8 Falz, 3-lagig, 40 x 40 cm, weiss, 250 St;9.2;36.8;2.9808;7321012028503;0;1;3;;
90032154;64113362;2026-07-31;BGH;Nonfood;440;999530;2;;Pk;Kassenrolle 76/70/17 mm, Pack zu 10 Rollen;11.85;23.7;1.9197;7610588111130;0;0;2;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;450;048130;2;;kg;Orangen blond, gepackt, ca. 2 kg;2.18;8.72;0.22672;7613399009115;0;0;7;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;460;044776;1;;Ki;Schnittsalat Oriental, 800 g;21.15;21.15;0.5499;7610632965849;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;470;046576;6;;St;Avocado essreif Stück, ca. 280 g;1.94;11.64;0.30264;7610632002001;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;480;046922;1;;Sc;Blueberries, 500 g;4.85;4.85;0.1261;7610632010297;0;1;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;490;047420;1;;Sc;Johannisbeeren, CH, 250 g;4.95;4.95;0.1287;7610632050071;0;0;7;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;500;047380;1;;Sc;Himbeeren, CH, 250 g;6.65;6.65;0.1729;7610632050019;0;0;1;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;510;000079;2;;St;Ifco LiftLock;3.2;6.4;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;520;000079;4;;St;Ifco LiftLock;3.2;12.8;0;2000007960008;0;0;0;;
90032154;64113362;2026-07-31;BGH;Früchte + Gemüse;530;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Metzgerei;10;068639;3;;Sc;MSC Scampi Langustine, ganz, 13/16, tiefgekühlt, 1 kg;18.71;56.13;1.45938;5705510025042;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;20;048827;1;;kg;Zitronen, 6 kg;2.89;17.34;0.45084;7610632320723;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;21;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;30;047754;1;4.2;kg;Limetten / Limes, 4,2 kg;4.01;16.842;0.437892;2905054999998;0;0;1;;
90032154;64104237;2026-07-29;BGH;Nonfood;40;963052;8;;Pk;Trinkhalm Papier schwarz 15 cm Ø 8 mm Pack zu 150 Stück;3.88;31.04;2.51424;7610588102466;0;0;3;;
90032154;64104237;2026-07-29;BGH;Nonfood;50;902275;8;;Pk;Trinkhalm Papier, schwarz, 21 cm, Ø 6 mm, Pack zu 150 Stück;4.33;34.64;2.80584;7610588101964;0;0;3;;
90032154;64104237;2026-07-29;BGH;Nearfood;60;992093;2;;Pk;Quality Toilettenpapier, 4-lagig, weiss, 160 Blatt, 24 Rl;16.37;32.74;2.65194;7610034532120;0;0;3;;
90032154;64104237;2026-07-29;BGH;Nearfood;70;997030;2;;Kt;Quality Handtuch V-Falz, 2-lagig, weiss, 12 x 175 St;24.05;48.1;3.8961;7610034509603;0;1;3;;
90032154;64104237;2026-07-29;BGH;Nonfood;80;933109;2;;St;Printex Preisauszeichner Smart 6;87.6;175.2;14.1912;7640132161007;0;0;2;;
90032154;64104237;2026-07-29;BGH;Food;100;100070;1;;Lt;Economy Frittieröl, 20 l;4.45;89;2.314;7610034508873;0;0;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;110;027310;1;;kg;Economy Butter, 10 x 1 kg;13.22;132.2;3.4372;7610034508224;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;110;043598;4;;Bt;Minze, 250 g;8.72;34.88;0.90688;7610632977873;0;0;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;120;008700;1;;kg;Quality Vollei flüssig Import, Bodenhaltung, pasteurisiert, 10 kg;5.74;57.4;1.4924;4388040268236;0;0;1;;
90032154;64104237;2026-07-29;BGH;Food;120;108030;3;;Sc;Coppenrath Cookies Choco Herzen, 200 St;16.82;50.46;1.31196;04006952618207;0;1;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;130;022591;2;;Tp;Oatly Haferdrink Barista, 6 x 1 l;3.39;40.68;1.05768;27394376616505;0;0;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;140;010201;6;;Bt;Economy Gran Moravia, gerieben, 1 kg;15.63;93.78;2.43828;4388040201158;0;0;7;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;150;012201;6;;Bt;Economy Gran Moravia, gehobelt, 500 g;8.7;52.2;1.3572;4388040201172;0;0;7;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;160;041241;2;;St;Eichblattsalat rot / grün Schweiz Hydro, gemischt, 8 St;2.12;33.92;0.88192;7613399058038;0;0;7;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;161;000079;2;;St;Ifco LiftLock;3.2;6.4;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;170;044106;4;;kg;Peperoni gemischt, 2 kg;5.01;40.08;1.04208;7613399054559;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;180;045708;1;;kg;Zucchetti CH, 5 kg;2.71;13.55;0.3523;7610632980538;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;181;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;190;040258;1;;kg;Auberginen, 5 kg;4.24;21.2;0.5512;7610632977057;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;191;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;200;040972;2;;kg;Cherry Rispentomaten, 3 kg;9.37;56.22;1.46172;7610632984666;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;201;000079;2;;St;Ifco LiftLock;3.2;6.4;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;210;045208;1;;kg;Tomaten, rund, 6 kg;3.17;19.02;0.49452;7610632980576;0;1;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;211;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;220;049135;5;;kg;Champignons weiss, frisch, 1 kg;6.83;34.15;0.8879;7610632995211;0;1;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;230;024440;2;;Tp;Quality Vollrahm 35%, UHT, 12 x 1 l;5.84;140.16;3.64416;7610034505315;0;0;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;240;022600;1;;Tp;Quality Vollmilch 3,5%, UHT, 12 x 1 l;1.27;15.24;0.39624;7610034507807;0;0;1;;
90032154;64104237;2026-07-29;BGH;Food;240;438073;4;;Sc;Picosa Datteltomaten getrocknet, 1,1 kg;24.12;96.48;2.50848;7610107110569;0;0;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;250;095210;1;;St;Eier Import, Bodenhaltung, 53g+, 90 Stück;0.4;36;0.936;7640104163138;0;0;1;;
90032154;64104237;2026-07-29;BGH;Food;250;100080;1;;Lt;Quality Rapsöl, 20 l;3.48;69.6;1.8096;7610034515147;0;0;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;260;008700;3;;kg;Quality Vollei flüssig Import, Bodenhaltung, pasteurisiert, 10 kg;5.74;172.2;4.4772;4388040268236;0;0;1;;
90032154;64104237;2026-07-29;BGH;Food;260;371461;1;;Bt;Economy Pinienkerne, Gastropack, 1 kg;49.5;49.5;1.287;7610034525979;0;0;1;;
90032154;64104237;2026-07-29;BGH;Metzgerei;270;083419;3;3.12;kg;El Campeon Chorizo pikant geschält, ca. 950 g;21.68;67.6416;1.7586816;2935691999990;0;0;7;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;270;095811;6;;kg;Natura Plus Eigelb flüssig Schweiz, Freiland, 1 kg;10.59;63.54;1.65204;7640104165019;0;0;7;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;280;012201;8;;Bt;Economy Gran Moravia, gehobelt, 500 g;8.7;69.6;1.8096;4388040201172;0;0;7;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;290;010201;8;;Bt;Economy Gran Moravia, gerieben, 1 kg;15.63;125.04;3.25104;4388040201158;0;0;7;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;300;024791;6;;Ds;Floralp Vollrahm 35%, ohne Zucker, UHT, 500 g;7.96;47.76;1.24176;7612300013166;0;0;7;;
90032154;64104237;2026-07-29;BGH;Nearfood;300;975792;2;;Pk;Quality Einweghandschuhe Nitril, Grösse L, schwarz, 100 St;8.81;17.62;1.42722;7610034546639;0;0;2;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;310;019481;6;;Be;Galbani Mascarpone, 500 g;7.65;45.9;1.1934;8000430171013;0;0;1;;
90032154;64104237;2026-07-29;BGH;Food;310;564040;3;;Gl;Bosco d'oro Carpaccio, aus Sommertrüffeln, schwarz, 45 g;18.74;56.22;1.46172;8032680690549;0;0;1;;
90032154;64104237;2026-07-29;BGH;Metzgerei;330;054912;4;20.132;kg;Rinds-Hackfleisch, 5 mm, ca. 5 kg;18.32;368.81824;9.58927424;2962490999999;0;0;1;;
90032154;64104237;2026-07-29;BGH;Molkerei/Backwaren;340;027310;1;;kg;Economy Butter, 10 x 1 kg;13.22;132.2;3.4372;7610034508224;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;350;000079;6;;St;Ifco LiftLock;3.2;19.2;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Metzgerei;350;001494;5;12.855;kg;Bell Poulet-Brust ohne Haut ohne Innenfilet, 150-170 g, ca. 2,5 kg;22.28;286.4094;7.4466444;97610011946196;0;0;1;;
90032154;64104237;2026-07-29;BGH;Metzgerei;390;068151;15;;kg;Economy ASC Crevetten Black Tiger, geschält, entdarmt, 8/12, tiefgekühlt, 1 kg;20.69;310.35;8.0691;7610034523548;0;0;7;;
90032154;64104237;2026-07-29;BGH;Nonfood;400;933106;1;;Pk;Printex Etiketten Smart 6, 26 x 12 mm, weiss, Pack zu 10 Stück;32.1;32.1;2.6001;7640132161045;0;0;2;;
90032154;64104237;2026-07-29;BGH;Metzgerei;410;001976;1;9.645;kg;Quality GGAP Lachs Filet, mit Haut, grätenarm, ca. 1,0 - 1,4 kg;17.77;171.39165;4.4561829;97610162230489;0;0;1;;
90032154;64104237;2026-07-29;BGH;Metzgerei;420;054356;1;2.022;kg;Quality Thunfisch Filet Mittelstück, ca. 2 kg;32.08;64.86576;1.68650976;2991960999993;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;430;046922;2;;Sc;Blueberries, 500 g;4.85;9.7;0.2522;7610632010297;0;1;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;440;048130;2;;kg;Orangen blond, gepackt, ca. 2 kg;2.18;8.72;0.22672;7613399009115;0;0;7;;
90032154;64104237;2026-07-29;BGH;Nearfood;450;969031;3;;St;Gastro-Apotheke, 23-teilig;178.52;535.56;43.38036;654170141232;0;0;2;;
90032154;64104237;2026-07-29;BGH;Nearfood;460;815645;2;;Bi;Quality Flächendesinfektion, 5 l;55.43;110.86;8.97966;7615600306068;0;1;3;;
90032154;64104237;2026-07-29;BGH;Nonfood;470;933106;2;;Pk;Printex Etiketten Smart 6, 26 x 12 mm, weiss, Pack zu 10 Stück;32.1;64.2;5.2002;7640132161045;0;0;2;;
90032154;64104237;2026-07-29;BGH;Nonfood;480;933108;2;;Pk;Printex Farbrolle  Smart 6, Pack zu 5 Stück;29.88;59.76;4.84056;7640132161014;0;0;2;;
90032154;64104237;2026-07-29;BGH;Metzgerei;490;002094;2;3.245;kg;Kalbs-Nuss, ohne Schale, enthäutet, ca. 1,5 kg;49.4;160.303;4.167878;97610011044298;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;500;048386;5;;Sc;Physalis-Kirschen, 100 g;2.12;10.6;0.2756;7610632000267;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;510;047420;5;;Sc;Johannisbeeren, CH, 250 g;4.95;24.75;0.6435;7610632050071;0;0;7;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;520;043334;1;5;kg;Lattich, 5 kg;4.83;24.15;0.6279;2903904999990;0;0;1;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;521;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;530;043376;5;;Sc;Little Gem, ca. 290 g;4.42;22.1;0.5746;7610632991510;0;0;1;;
90032154;64104237;2026-07-29;BGH;Food;540;246320;1;;Ds;Parmadoro Tomatenpüree zweifach konzentriert, 850 g;6.41;38.46;0.99996;7614200510349;0;0;1;;
90032154;64104237;2026-07-29;BGH;Nearfood;550;813408;1;;Kt;Sirafan Speed, 2 x 5 l;236.37;236.37;19.14597;4028159042739;0;0;2;;
90032154;64104237;2026-07-29;BGH;Früchte + Gemüse;560;000079;4;;St;Ifco LiftLock;3.2;12.8;0;2000007960008;0;0;0;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;10;000079;-20;;St;Ifco LiftLock;3.2;-64;0;2000007960008;0;0;0;;
90032154;64100050;2026-07-27;BGH;Metzgerei;10;086133;1;1.337;kg;Quality Bündnerfleisch Eckstück, Deutschland/Österreich, 1/2 ca. 1,5 kg;58.91;78.76267;2.04782942;2965474999992;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;20;044106;3;;kg;Peperoni gemischt, 2 kg;5.01;30.06;0.78156;7613399054559;0;0;1;;
90032154;64100050;2026-07-27;BGH;Metzgerei;40;001976;1;6.28;kg;Quality GGAP Lachs Filet, mit Haut, grätenarm, ca. 1,0 - 1,4 kg;17.72;111.2816;2.8933216;97610162230489;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;50;044376;3;;Sc;Natura Bio Sango-Rettichsprossen, 100 g;5.77;17.31;0.45006;7630051906254;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;60;045916;1;;kg;Zwiebeln rot, 5 kg;2.65;13.25;0.3445;7613399003199;0;0;7;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;70;041241;2;;St;Eichblattsalat rot / grün Schweiz Hydro, gemischt, 8 St;2.12;33.92;0.88192;7613399058038;0;0;7;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;71;000079;2;;St;Ifco LiftLock;3.2;6.4;0;2000007960008;0;0;0;;
90032154;64100050;2026-07-27;BGH;Metzgerei;80;054912;2;10.06;kg;Rinds-Hackfleisch, 5 mm, ca. 5 kg;18.32;184.2992;4.7917792;2962490999999;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;90;040258;1;;kg;Auberginen, 5 kg;4.24;21.2;0.5512;7610632977057;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;91;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;100;045708;1;;kg;Zucchetti CH, 5 kg;2.71;13.55;0.3523;7610632980538;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;101;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;130;040329;4;;Bt;Basilikum, 1 kg;29.39;117.56;3.05656;7610632989975;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;160;046576;8;;St;Avocado essreif Stück, ca. 280 g;1.94;15.52;0.40352;7610632002001;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;170;049135;6;;kg;Champignons weiss, frisch, 1 kg;6.83;40.98;1.06548;7610632995211;0;1;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;180;044540;3;;kg;Rucola / Rauke ungewaschen, 1 kg;12.9;38.7;1.0062;7610514613219;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;190;044776;2;;Ki;Schnittsalat Oriental, 800 g;21.15;42.3;1.0998;7610632965849;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;200;046240;1;;St;Ananas Schiff, ca. 1,5 kg;3.51;3.51;0.09126;5425003611179;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;210;048386;2;;Sc;Physalis-Kirschen, 100 g;2.12;4.24;0.11024;7610632000267;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;220;047645;1;;St;Kiwi essreif, 6 St;1.48;8.88;0.23088;7610632131206;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;230;044643;2;;Bt;Quality Rüebli- Karotten Julienne, 1,6 mm, 1 kg;4.7;9.4;0.2444;7610034507050;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;280;048824;1;;kg;Zitronen, 2 kg;3.18;6.36;0.16536;7613399029083;0;0;7;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;320;043334;1;5;kg;Lattich, 5 kg;4.83;24.15;0.6279;2903904999990;0;0;1;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;321;000079;1;;St;Ifco LiftLock;3.2;3.2;0;2000007960008;0;0;0;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;330;000079;8;;St;Ifco LiftLock;3.2;25.6;0;2000007960008;0;0;0;;
90032154;64100050;2026-07-27;BGH;Früchte + Gemüse;340;000079;2;;St;Ifco LiftLock;3.2;6.4;0;2000007960008;0;0;0;;
90032154;64097448;2026-07-24;BGH;Früchte + Gemüse;10;000079;-11;;St;Ifco LiftLock;3.2;-35.2;0;2000007960008;0;0;0;;
90032154;64097448;2026-07-24;BGH;Metzgerei;10;067563;3;;Bt;MSC Thunfisch Steak, ca. 170 - 230 g, tiefgekühlt, 1 kg;17.42;52.26;1.35876;8718104960060;0;0;1;;
90032154;64097448;2026-07-24;BGH;Metzgerei;20;068121;6;;St;ASC Rauchlachs, geschnitten, tiefgekühlt, 1 kg;23.36;140.16;3.64416;4778003302785;0;0;1;;
