"Bezeichnung"	"Zeitraum"	"01.06."	"02.06."	"03.06."	"04.06."	"05.06."	"06.06."	"07.06."	"08.06."	"09.06."	"10.06."	"11.06."	"12.06."	"13.06."	"14.06."	"15.06."	"16.06."	"17.06."	"18.06."	"19.06."	"20.06."	"21.06."	"22.06."	"23.06."	"24.06."	"25.06."	"26.06."	"27.06."	"28.06."	"29.06."	"30.06."
"Durchschnitt"	"CHF 54,07"	"CHF 45,22"	"CHF 55,52"	"CHF 42,75"	"CHF 71,89"	"CHF 55,98"	"CHF 88,22"	"CHF 58,88"	"CHF 46,50"	"CHF 52,49"	"CHF 44,57"	"CHF 60,69"	"CHF 51,39"	"CHF 50,74"	"CHF 53,80"	"CHF 32,54"	"CHF 45,38"	"CHF 31,37"	""	""	""	""	""	""	""	""	""	""	""	""	""
