"Bezeichnung"	"Zeitraum"	"01.06."	"02.06."	"03.06."	"04.06."	"05.06."	"06.06."	"07.06."	"08.06."	"09.06."	"10.06."	"11.06."	"12.06."	"13.06."	"14.06."	"15.06."	"16.06."	"17.06."	"18.06."	"19.06."	"20.06."	"21.06."	"22.06."	"23.06."	"24.06."	"25.06."	"26.06."	"27.06."	"28.06."	"29.06."	"30.06."
"Gesamt"	"6036 P."	"263 P."	"295 P."	"285 P."	"282 P."	"390 P."	"587 P."	"499 P."	"170 P."	"238 P."	"240 P."	"341 P."	"373 P."	"414 P."	"398 P."	"257 P."	"892 P."	"112 P."	""	""	""	""	""	""	""	""	""	""	""	""	""
